,0
350,1.0847701149425288
351,1.1442193087008343
352,1.1162790697674418
353,1.1925465838509317
354,1.3114754098360655
355,0.9238451935081149
356,2.6271802325581395
357,2.565649396735273
358,2.487955953200275
359,2.320478723404255
360,2.359625668449198
361,0.8944099378881988
362,0.5315870570107858
363,0.37643207855973815
364,0.6439393939393939
365,0.6627680311890838
366,0.819366852886406
367,0.7801418439716312
368,0.8747514910536779
369,0.7743785850860421
370,0.8519269776876268
371,0.6772009029345373
372,0.6351351351351351
373,0.6564245810055865
374,1.064516129032258
375,1.7674418604651163
376,1.5384615384615385
377,1.3793103448275863
378,1.342756183745583
379,1.0677083333333333
380,1.132596685082873
381,1.2312312312312312
382,1.2792511700468019
383,1.1135693215339233
384,0.5200729927007299
385,0.3415559772296015
386,0.5614035087719298
387,0.6106194690265486
388,0.6542056074766355
389,0.6704980842911877
390,1.0199004975124377
391,1.5731462925851702
392,1.3992869875222815
393,1.817632850241546
394,1.816326530612245
395,1.7128560431100848
396,1.2167832167832169
397,1.1099656357388317
398,1.0293180369662205
399,1.088410104011887
400,1.369691923397169
401,1.501751313485114
402,1.3284275755228505
403,1.0816542948038177
404,1.2577065351418002
405,1.1874272409778812
406,1.2162162162162162
407,0.4992867332382311
408,0.7313432835820896
409,0.7903225806451613
410,2.4927953890489913
411,2.3569482288828336
412,2.3505434782608696
413,2.1970989761092152
414,1.9710743801652892
415,0.46410891089108913
416,1.2463054187192117
417,1.187793427230047
418,1.1086765994741454
419,0.714859437751004
420,0.6089992242048099
421,0.15165031222123104
422,0.22785898538263114
423,0.23580786026200873
424,1.9528710725893825
425,1.6932832315641146
426,1.7130065975494817
427,2.1366427840327535
428,2.168831168831169
429,1.7880794701986755
430,0.7365792759051186
431,1.4263074484944533
432,1.3953488372093024
433,1.3493253373313343
434,1.434634974533107
435,1.4746945898778359
436,0.7538461538461538
437,0.660377358490566
438,0.7370820668693009
439,0.7271364317841079
440,1.2360178970917226
441,1.094552929085303
442,1.1859688195991092
443,1.0654885654885655
444,0.8975481611208407
445,1.0399159663865547
446,1.3791079812206573
447,1.8537859007832898
448,1.9267299864314789
449,1.1254980079681276
450,1.2336244541484715
451,1.1649484536082475
452,0.5460750853242321
453,0.46345811051693403
454,0.3819444444444444
455,0.656934306569343
456,0.7252559726962458
457,0.7264957264957265
458,0.8079847908745247
459,1.139937106918239
460,1.0709010339734122
461,1.3864818024263432
462,1.6260162601626016
463,1.5414258188824663
464,0.7272727272727273
465,0.625
466,0.7472826086956522
467,0.7180156657963447
468,0.8966565349544073
469,0.9640522875816994
470,0.5223880597014925
471,1.0714285714285714
472,1.0315186246418337
473,0.7681940700808625
474,0.6129807692307693
475,1.049222797927461
476,1.0237388724035608
477,1.0237388724035608
478,0.9971098265895953
479,0.8771929824561403
480,0.6645569620253164
481,0.8802816901408451
482,1.1129568106312293
483,1.1512027491408934
484,1.3436692506459949
485,1.2682926829268293
486,1.0046728971962617
487,2.1546546546546548
488,1.8588082901554404
489,1.8709256844850066
490,1.9107856191744341
491,1.5415704387990763
492,1.4806110458284372
493,1.356297093649085
494,1.356297093649085
495,0.8148464163822525
496,0.8254105445116681
